Name,Code,Market,Marcap
셀레스트라,352770,KOSDAQ,999900000000
포인트모바일,318020,KOSDAQ,999900000000
앱코,129890,KOSDAQ,999900000000
엔에프씨,265740,KOSDAQ,999900000000
제일일렉트릭,199820,KOSDAQ,999900000000
하나기술,299030,KOSDAQ,999900000000
티앤엘,340570,KOSDAQ,999900000000
고바이오랩,348150,KOSDAQ,999900000000
네패스아크,330860,KOSDAQ,999900000000
소룩스,290690,KOSDAQ,999900000000
위드텍,348350,KOSDAQ,999900000000
센코,347000,KOSDAQ,999900000000
바이브컴퍼니,301300,KOSDAQ,999900000000
롤링스톤,214610,KOSDAQ,999900000000
피플바이오,304840,KOSDAQ,999900000000
넥스틴,348210,KOSDAQ,999900000000
케이엔솔,053080,KOSDAQ,999900000000
비나텍,126340,KOSDAQ,999900000000
씨엔알리서치,359090,KOSDAQ,999900000000
박셀바이오,323990,KOSDAQ,999900000000
비비씨,318410,KOSDAQ,999900000000
코스텍시스,355150,KOSDAQ,999900000000
핌스,347770,KOSDAQ,999900000000
압타머사이언스,291650,KOSDAQ,999900000000
이오플로우,294090,KOSDAQ,999900000000
카카오게임즈,293490,KOSDAQ,999900000000
피엔케이피부임상연구센타,347740,KOSDAQ,999900000000
아이디피,332370,KOSDAQ,999900000000
셀레믹스,331920,KOSDAQ,999900000000
고스트스튜디오,950190,KOSDAQ,999900000000
젝시믹스,337930,KOSDAQ,999900000000
영림원소프트랩,060850,KOSDAQ,999900000000
한국파마,032300,KOSDAQ,999900000000
솔브레인,357780,KOSDAQ,999900000000
PS일렉트로닉스,332570,KOSDAQ,999900000000
에코앤드림,101360,KOSDAQ,999900000000
엠투아이,347890,KOSDAQ,999900000000
더네이쳐홀딩스,298540,KOSDAQ,999900000000
제놀루션,225220,KOSDAQ,999900000000
솔트룩스,304100,KOSDAQ,999900000000
티에스아이,277880,KOSDAQ,999900000000
에이프로,262260,KOSDAQ,999900000000
소마젠,950200,KOSDAQ,999900000000
신도기연,290520,KOSDAQ,999900000000
위더스제약,330350,KOSDAQ,999900000000
엠브레인,169330,KOSDAQ,999900000000
젠큐릭스,229000,KOSDAQ,999900000000
HB솔루션,297890,KOSDAQ,999900000000
넥사다이내믹스,351320,KOSDAQ,999900000000
에스씨엠생명과학,298060,KOSDAQ,999900000000
휴럼,353190,KOSDAQ,999900000000
이지바이오,353810,KOSDAQ,999900000000
드림씨아이에스,223250,KOSDAQ,999900000000
캐프,198080,KOSDAQ,999900000000
플레이디,237820,KOSDAQ,999900000000
서울바이오시스,092190,KOSDAQ,999900000000
제이앤티씨,204270,KOSDAQ,999900000000
켄코아에어로스페이스,274090,KOSDAQ,999900000000
레몬,294140,KOSDAQ,999900000000
서남,294630,KOSDAQ,999900000000
위세아이텍,065370,KOSDAQ,999900000000
세림B&G,340440,KOSDAQ,999900000000
CJ 바이오사이언스,311690,KOSDAQ,999900000000
한국첨단소재,062970,KOSDAQ,999900000000
RF머트리얼즈,327260,KOSDAQ,999900000000
아이비김영,339950,KOSDAQ,999900000000
파라택시스코리아,288330,KOSDAQ,999900000000
다보링크,340360,KOSDAQ,999900000000
메드팩토,235980,KOSDAQ,999900000000
원텍,336570,KOSDAQ,999900000000
신테카바이오,226330,KOSDAQ,999900000000
제이엘케이,322510,KOSDAQ,999900000000
태웅로직스,124560,KOSDAQ,999900000000
윙스풋,335870,KOSDAQ,999900000000
리메드,302550,KOSDAQ,999900000000
웨이버스,336060,KOSDAQ,999900000000
HLB바이오스텝,278650,KOSDAQ,999900000000
티움바이오,321550,KOSDAQ,999900000000
씨에스베어링,297090,KOSDAQ,999900000000
우양,103840,KOSDAQ,999900000000
코리아에셋투자증권,190650,KOSDAQ,999900000000
에스제이그룹,306040,KOSDAQ,999900000000
제테마,216080,KOSDAQ,999900000000
라파스,214260,KOSDAQ,999900000000
